Student Name,Student ID,Major,Most Consistent Payment Day
Angela Martinez,SID66891,Literature,9
Tammy Williams,SID66892,Engineering,25
Andrew Sanchez,SID66893,Psychology,7
Lisa Wright,SID66894,Medicine,27
Wanda Caldwell,SID66895,Biology,7
Lydia Bates,SID66896,Mathematics,26
Kathleen Nguyen,SID66897,History,17
Charles Gonzalez,SID66898,History,15
Scott Lutz,SID66899,Mathematics,16
Scott Ibarra,SID66900,Literature,28
Nicholas Silva,SID66901,Computer Science,6
Shane Harris,SID66902,Mathematics,23
Gina Shepherd,SID66903,Mathematics,28
April Wong,SID66904,Medicine,20
Edward Chen,SID66905,Engineering,17
Erika Lopez,SID66906,Engineering,20
Michael Barron,SID66907,Physics,14
Nicholas Ramos,SID66908,History,10
Janice Bradley DDS,SID66909,Mathematics,16
Parker Wright,SID66910,Philosophy,19
Patricia Clark,SID66911,Economics,13
Amanda Gallegos,SID66912,History,1
Jennifer Carter,SID66913,Literature,16
Kevin Smith,SID66914,Art,8
Abigail Curry,SID66915,Biology,3
Shelby Sims,SID66916,History,10
Keith Pace,SID66917,Biology,22
Kyle Brown,SID66918,Mathematics,3
Laura Wagner,SID66919,Mathematics,24
Jennifer Glover,SID66920,Biology,6
Sheila Meyers,SID66921,Mathematics,5
Jeremy Williams,SID66922,Psychology,6
Christine Jackson,SID66923,History,10
Nancy Scott,SID66924,Literature,22
Stephen Frank,SID66925,Art,1
Catherine Wright,SID66926,Biology,15
Mr. Joshua Nelson,SID66927,Engineering,7
Wendy Lozano MD,SID66928,Computer Science,19
Rodney Molina,SID66929,Economics,17
Chelsea Mcmahon,SID66930,Philosophy,25
Peter Davis,SID66931,Medicine,6
Lisa Benson,SID66932,Art,6
Catherine Palmer,SID66933,Computer Science,14
Shirley Henson,SID66934,Physics,14
John Ballard,SID66935,Philosophy,4
Gregg Norris,SID66936,Psychology,2
Carla Mills,SID66937,Medicine,7
Elaine Whitehead,SID66938,Mathematics,11
Jill Farmer,SID66939,Physics,19
Michael Ross,SID66940,Art,18
Amanda Ball,SID66941,Mathematics,28
Sierra Hill,SID66942,History,24
Jaclyn Williams,SID66943,Psychology,26
Daniel Davis,SID66944,Physics,21
Zachary Jackson,SID66945,Engineering,1
Kevin Miller,SID66946,Physics,13
Kimberly Reyes,SID66947,Philosophy,23
Linda Griffith,SID66948,Economics,3
David Lee,SID66949,Philosophy,14
Rebecca Pearson,SID66950,Literature,16
Michael Bentley,SID66951,Psychology,28
Sherry Jones,SID66952,Biology,23
Rebecca Zimmerman,SID66953,Literature,1
William Olson,SID66954,Literature,4
Ricardo Powers,SID66955,Art,23
Shane Rangel,SID66956,Biology,16
Victor Lane,SID66957,Engineering,10
Deborah Dixon,SID66958,Medicine,17
Steven Anderson,SID66959,Computer Science,24
Michael Watkins,SID66960,Literature,14
Natalie Ortiz,SID66961,Philosophy,22
Nathan Jones,SID66962,Art,15
Madison Lee,SID66963,Literature,13
Cynthia Wilkins,SID66964,History,5
Laura Clark,SID66965,Engineering,6
Katherine Taylor,SID66966,Economics,26
Anthony Mendez,SID66967,Philosophy,22
Kevin Vaughn,SID66968,Philosophy,1
Victoria Hernandez,SID66969,Art,23
Jennifer King,SID66970,Physics,4
James Franklin,SID66971,Computer Science,18
Michael Johnson,SID66972,Computer Science,21
Mr. Thomas Schaefer,SID66973,Psychology,9
Kevin Dickson,SID66974,Engineering,6
Sarah Newman,SID66975,Mathematics,11
Robert Valenzuela,SID66976,Economics,22
Sharon Velez,SID66977,Economics,23
Nicole Reid,SID66978,Engineering,5
Erika Mathis,SID66979,Literature,23
Erin James,SID66980,Biology,5
Tracie Freeman,SID66981,Biology,24
Ashley Taylor,SID66982,Mathematics,25
Jeffery Foster,SID66983,Computer Science,8
Kimberly Roman,SID66984,Economics,22
Sierra Burton,SID66985,Mathematics,22
Jennifer Hartman,SID66986,Art,25
Charles Freeman,SID66987,Engineering,6
Christopher Nelson,SID66988,Physics,17
Anthony Moore,SID66989,Philosophy,10
Sharon Ho,SID66990,Mathematics,7
Paul Cole,SID66991,Philosophy,25
Chad Campbell,SID66992,Philosophy,12
Jorge Gibson,SID66993,Literature,18
Frederick Jones,SID66994,Physics,8
Joshua Miller,SID66995,Computer Science,4
Bryce Obrien,SID66996,Physics,16
Jennifer Frey,SID66997,Medicine,16
Joshua Cox,SID66998,Engineering,24
Sarah Schmidt,SID66999,Art,2
Jared Gallegos,SID67000,Psychology,5
Charles Bush,SID67001,Art,21
Sean Bell,SID67002,Medicine,24
Anne Mendoza,SID67003,Economics,17
Sylvia Greer,SID67004,Physics,7
Scott Cunningham,SID67005,Art,16
Kimberly Harvey,SID67006,Mathematics,6
Jason Long,SID67007,History,17
Christopher Leon,SID67008,Medicine,4
Michael Hurley,SID67009,Engineering,9
Debbie Rice,SID67010,Medicine,28
Christine Trujillo,SID67011,Biology,18
Ronald Sims,SID67012,Computer Science,17
Richard Caldwell,SID67013,Engineering,17
Anthony Harris,SID67014,Medicine,4
Janet Padilla,SID67015,Physics,19
Marcus Colon,SID67016,Mathematics,19
Holly Murphy,SID67017,Physics,18
Michael Fisher,SID67018,Engineering,5
Lisa Dixon,SID67019,Mathematics,17
Joshua Wilcox,SID67020,Psychology,24
Austin Mccall,SID67021,Art,22
Angela Reese,SID67022,Medicine,22
James Baldwin,SID67023,Physics,13
Robin Allen,SID67024,Computer Science,23
Mitchell Francis,SID67025,Mathematics,17
Harold Johnson,SID67026,Engineering,2
Holly Boyer,SID67027,Mathematics,2
Robert Gomez,SID67028,History,24
Douglas Hansen,SID67029,Mathematics,10
Jack Jenkins,SID67030,Economics,22
Alexander Ramirez,SID67031,Art,18
Kenneth Maldonado MD,SID67032,Economics,23
Shari Bell,SID67033,Mathematics,13
Sheri Case,SID67034,Psychology,21
Michael Mendoza,SID67035,Literature,8
Nicole Wells,SID67036,Computer Science,27
Colleen Miller,SID67037,Medicine,25
Heather Pitts,SID67038,Philosophy,7
David Miller,SID67039,History,26
Tracy Palmer,SID67040,Philosophy,17
Ellen Parker,SID67041,Computer Science,20
Lisa Taylor,SID67042,Physics,9
Devin Webb,SID67043,Art,25
Bradley James,SID67044,Engineering,4
Lisa Shelton,SID67045,Physics,24
Sonya Daniel,SID67046,Medicine,13
Lisa Tran,SID67047,Computer Science,5
Kenneth Giles,SID67048,Medicine,22
Raymond Aguilar,SID67049,Medicine,13
Tanya Jones,SID67050,Art,17
Lindsay Sanchez,SID67051,Economics,14
Andrew Barnes,SID67052,Mathematics,11
Shannon Coffey,SID67053,Art,19
Melissa Austin,SID67054,Engineering,16
Ashley Holder,SID67055,Philosophy,19
Richard King,SID67056,Mathematics,14
Shelly Moore,SID67057,Engineering,12
Sheila Moore,SID67058,Art,6
Michael Bolton,SID67059,Economics,20
Bradley Graham,SID67060,Art,20
Lorraine Russell,SID67061,Economics,26
Heather Lewis,SID67062,History,13
Jessica Murphy,SID67063,Economics,15
Savannah Williams,SID67064,Computer Science,17
Kristopher Nichols,SID67065,Computer Science,19
Mikayla Mejia,SID67066,Engineering,23
George Jones,SID67067,Economics,25
Gary Davis,SID67068,Philosophy,12
Andrew Holloway MD,SID67069,Computer Science,2
Paul Silva,SID67070,History,21
Stephen Smith PhD,SID67071,Engineering,15
Justin Gonzalez,SID67072,Mathematics,28
Kevin Davis,SID67073,Art,27
Megan Malone MD,SID67074,Literature,2
Joel Williams,SID67075,Literature,23
James Luna,SID67076,Economics,16
Megan Murphy,SID67077,Medicine,15
Kristen Benitez,SID67078,History,18
Tara Perez,SID67079,Medicine,11
Wanda Walls,SID67080,Physics,15
Cathy Williams,SID67081,Biology,4
Marie Daniel,SID67082,Medicine,17
Tina Nelson,SID67083,Physics,28
Scott Payne,SID67084,Physics,7
Tara Ho MD,SID67085,Computer Science,12
Andrew Vasquez,SID67086,Medicine,22
Wyatt Delacruz,SID67087,Physics,3
Mark Hill,SID67088,Mathematics,25
Antonio Gill,SID67089,Literature,8
Samantha Kline,SID67090,Biology,1
Lisa Harris,SID67091,Philosophy,2
Rebecca Pham,SID67092,Biology,23
Linda Hardin,SID67093,Mathematics,19
James Hall,SID67094,Biology,23
Danielle Jones,SID67095,Mathematics,25
Jennifer Joseph,SID67096,Mathematics,13
Sarah Garcia,SID67097,History,22
Holly Sanford,SID67098,Mathematics,21
Ryan Rogers,SID67099,Psychology,6
Diane Anderson,SID67100,Art,28
Michelle Hunter,SID67101,Computer Science,8
Thomas Hawkins,SID67102,Mathematics,6
Justin Baker,SID67103,Computer Science,17
Jennifer Scott,SID67104,Philosophy,6
Randy Hall,SID67105,History,9
Richard Franco,SID67106,Economics,22
Carrie Martinez,SID67107,Computer Science,24
Anthony Johnson,SID67108,Mathematics,28
Jessica Schmidt,SID67109,Medicine,28
Anna Higgins,SID67110,Economics,19
Kellie Johnson,SID67111,Biology,14
William Bond,SID67112,Mathematics,4
Wesley Brown,SID67113,History,18
Cody Hill,SID67114,Psychology,22
Brian Garcia,SID67115,Medicine,12
Eric Adams,SID67116,History,25
Caitlyn Nelson,SID67117,Mathematics,3
Gregory Vega,SID67118,Biology,19
Mrs. Sharon Fisher,SID67119,History,21
John Cohen,SID67120,Biology,7
Valerie Chavez MD,SID67121,Philosophy,9
Ashley Scott,SID67122,Engineering,14
Jessica Smith,SID67123,Art,20
Melissa Mccann,SID67124,Economics,26
Tina Reed,SID67125,Medicine,4
Tara Johnson,SID67126,Art,12
Debra Ponce,SID67127,Medicine,23
Ann Wright,SID67128,Medicine,13
James Stout,SID67129,Mathematics,4
Andrea Matthews,SID67130,Literature,6
Edward Scott,SID67131,Literature,1
Malik Diaz,SID67132,Medicine,20
Tracy Johnson,SID67133,Medicine,12
Dorothy Powell,SID67134,Art,8
Martin Gonzales,SID67135,Computer Science,5
Emily Perez,SID67136,Computer Science,4
Timothy Martin,SID67137,Medicine,26
Caroline Hanson,SID67138,Philosophy,28
Tammy Lee,SID67139,Engineering,3
Nicholas Fischer,SID67140,History,7
Adam Robinson,SID67141,Psychology,1
Jerry Ramsey,SID67142,History,24
Michael Galloway,SID67143,History,28
Robert Beltran,SID67144,Art,22
Jason Rivera,SID67145,Art,12
Adam Patrick,SID67146,Engineering,3
Melissa Stewart,SID67147,Literature,2
Kelsey Weeks,SID67148,Philosophy,6
Kelli Lawson,SID67149,Biology,13
Teresa Coleman,SID67150,History,5
Susan Hoover,SID67151,Art,18
Austin Morgan,SID67152,Biology,26
Daniel Smith,SID67153,Engineering,22
Melanie Shields,SID67154,Computer Science,21
Margaret James,SID67155,Art,13
Johnny Frost,SID67156,Biology,27
Cindy Murphy,SID67157,History,5
Cheryl Dominguez,SID67158,Philosophy,23
Richard Fitzgerald,SID67159,Mathematics,25
Kyle Walker,SID67160,Art,5
Kimberly Rogers,SID67161,Biology,17
Michael Rogers,SID67162,Psychology,10
Jessica Schroeder,SID67163,Medicine,11
Brooke King,SID67164,Economics,16
Chelsea Patton,SID67165,Physics,25
Mary Bauer,SID67166,Philosophy,22
Philip Griffin,SID67167,History,3
Alexander Harris,SID67168,Art,24
Crystal Tate,SID67169,Mathematics,10
Lisa Rollins,SID67170,Psychology,3
Willie Miller,SID67171,Biology,17
Patrick Adams,SID67172,Physics,11
Christine Gill,SID67173,Computer Science,18
Angela Moore,SID67174,Economics,20
Krista Anderson,SID67175,Economics,5
Lauren Smith,SID67176,Medicine,16
Michael Bernard,SID67177,Computer Science,11
Stephen Houston,SID67178,History,11
Donna Hoffman,SID67179,Psychology,25
Carla Martin,SID67180,Psychology,14
Lindsey Palmer MD,SID67181,Mathematics,8
Christopher Russell,SID67182,Art,21
Peter Dudley,SID67183,Art,12
David Smith,SID67184,Art,9
Bob Hickman,SID67185,Literature,12
Debra Petersen,SID67186,Art,4
Cody Smith,SID67187,Philosophy,10
Jeffrey Burns,SID67188,Biology,13
Tony Mcdonald,SID67189,Physics,14
Kevin Castillo,SID67190,Physics,25
Brian Martinez,SID67191,Economics,26
David Trevino,SID67192,History,4
Sean Sandoval,SID67193,Engineering,28
Michael Barry,SID67194,Physics,3
Jessica Cox,SID67195,Computer Science,2
Spencer Bautista,SID67196,Literature,19
Patricia Krueger,SID67197,History,4
Gerald Wyatt,SID67198,Physics,4
Erica Conner,SID67199,Engineering,15
Cheryl Orr,SID67200,History,1
Joshua Phillips,SID67201,Physics,26
Paul Owen,SID67202,Engineering,22
Michael Riley,SID67203,Literature,16
Javier Barajas,SID67204,Physics,1
Jody Williams,SID67205,History,9
Greg Lamb,SID67206,Biology,20
Sheri Ward,SID67207,Engineering,9
Johnny Hodge,SID67208,History,10
Natalie Burton,SID67209,History,8
Joseph Shaw,SID67210,Physics,8
Regina Padilla,SID67211,Medicine,8
Daniel Alexander,SID67212,Psychology,23
Jackson Shields,SID67213,Mathematics,11
Cody Harris,SID67214,Economics,1
Paige Wolfe,SID67215,Physics,25
Brad Griffith,SID67216,Mathematics,24
Hannah Whitehead,SID67217,Mathematics,11
Angela Bishop,SID67218,Literature,10
Robin Jensen,SID67219,Philosophy,4
Carmen King,SID67220,Literature,25
James Allen,SID67221,Literature,13
Theresa Webb,SID67222,Biology,22
Wendy Grimes,SID67223,Physics,17
Heather Jimenez,SID67224,Art,19
Joe Jones,SID67225,Art,20
Taylor Shelton,SID67226,Economics,12
Jennifer Miller,SID67227,Literature,13
Douglas Jenkins,SID67228,Economics,18
Paul Jones,SID67229,Physics,10
Ricardo Holt,SID67230,Literature,5
Jessica Williams,SID67231,Philosophy,1
Melissa Grant,SID67232,Economics,28
Keith Byrd,SID67233,Physics,11
Jennifer Bowers,SID67234,Engineering,19
Robert Medina,SID67235,Engineering,14
Rhonda Garcia,SID67236,Biology,13
Tammy Brown,SID67237,Mathematics,5
Emma Hurst,SID67238,Philosophy,22
Cory Roman,SID67239,Psychology,23
Joseph Garza DVM,SID67240,Mathematics,13
Daniel Hernandez,SID67241,Mathematics,25
James Howell MD,SID67242,Economics,15
Janice Carter,SID67243,Medicine,13
Laura Crawford,SID67244,Psychology,14
Charles Phillips,SID67245,Economics,13
Brittany Robinson,SID67246,History,2
Mandy Walsh,SID67247,Physics,12
Amber Cunningham,SID67248,History,19
Caroline Cooper,SID67249,History,23
Loretta Young,SID67250,Physics,26
Brittany Wright,SID67251,Philosophy,25
Michael Reynolds,SID67252,Psychology,5
Christopher Hall,SID67253,Medicine,17
Zoe Gay,SID67254,Physics,9
Tiffany Morgan,SID67255,Mathematics,6
Andre Allen,SID67256,Art,7
Christine Smith,SID67257,History,12
Gary Johnson,SID67258,Philosophy,5
Dustin Jackson,SID67259,Philosophy,19
Ashley Baker,SID67260,Mathematics,8
Crystal Smith,SID67261,Physics,27
Elizabeth Prince,SID67262,Literature,13
Danielle Hudson,SID67263,Medicine,28
Brittany Savage,SID67264,Engineering,25
Danielle Roberts,SID67265,Medicine,22
Sara Tran,SID67266,Medicine,8
Andrew Ramos,SID67267,Psychology,22
Sarah Tucker,SID67268,Mathematics,20
Mark Jimenez,SID67269,Computer Science,21
Dr. Kathryn Burke,SID67270,Mathematics,3
Brent Wells,SID67271,Computer Science,14
Michael Williams,SID67272,Engineering,5
Lisa Calderon,SID67273,Mathematics,15
Trevor Velez,SID67274,Philosophy,17
Robert Mckay,SID67275,Economics,23
Douglas Powell V,SID67276,Psychology,22
Christopher Russell,SID67277,Physics,6
Susan Mcpherson,SID67278,Philosophy,23
Mary Morse,SID67279,Engineering,7
Diane Wallace,SID67280,Art,18
Seth Salazar,SID67281,Art,24
Shaun Horton,SID67282,Engineering,8
Ronald Phillips,SID67283,Physics,22
Cynthia Foley,SID67284,Medicine,8
William Patrick,SID67285,Philosophy,16
Rebecca Smith,SID67286,Art,6
Benjamin Hill,SID67287,Mathematics,18
Todd Middleton,SID67288,Art,21
Michele White,SID67289,Literature,24
Brian Morales,SID67290,Computer Science,13
Roger Brown,SID67291,Philosophy,14
John Marshall,SID67292,Art,27
Annette Gonzales,SID67293,Art,17
Michael Robinson,SID67294,Biology,22
Tiffany Pitts,SID67295,Computer Science,18
Thomas Allen,SID67296,History,18
Leonard Hart,SID67297,Economics,1
Mr. James Harris,SID67298,Computer Science,8
William Hendricks MD,SID67299,Philosophy,23
Dwayne Johnson,SID67300,Literature,13
Henry Ingram,SID67301,Mathematics,19
Gabriel Lucas,SID67302,Literature,21
Jasmine Williams,SID67303,History,25
William Thomas,SID67304,Physics,24
Larry Mills,SID67305,History,3
Joseph Petersen,SID67306,Computer Science,27
Vanessa Mcdonald,SID67307,History,13
Donna Tran,SID67308,Biology,24
Stephen Barnes,SID67309,Economics,3
Richard Carter,SID67310,Art,19
Katrina Powell,SID67311,Mathematics,16
Gregory Lewis,SID67312,Philosophy,9
Darren Meyer,SID67313,Economics,28
Michael Flynn II,SID67314,Philosophy,1
Sharon Rubio,SID67315,History,24
Christine Johnson,SID67316,Biology,23
Scott Bowman,SID67317,History,5
Peter Hernandez,SID67318,Engineering,12
Felicia Bolton,SID67319,Physics,2
Kara Mendez,SID67320,Biology,23
Diane Moran,SID67321,Philosophy,17
Eric Bell,SID67322,History,8
Anthony White PhD,SID67323,History,4
Willie Diaz,SID67324,Physics,18
Jessica Barber,SID67325,Philosophy,9
Charles Wright,SID67326,Philosophy,1
Cheryl Wood,SID67327,Medicine,4
Julie Salas,SID67328,Art,15
Bruce Ballard,SID67329,Biology,12
Thomas Hess,SID67330,Psychology,4
Shannon Lopez,SID67331,Psychology,3
Todd Cross,SID67332,Literature,28
Alexis Bowman,SID67333,Physics,23
Rachel Archer,SID67334,Engineering,1
Oscar Wood,SID67335,Literature,1
Amanda Navarro,SID67336,Psychology,6
Cynthia Miller,SID67337,Physics,15
Raymond Williamson,SID67338,Engineering,21
Nichole Vazquez,SID67339,Biology,16
Diana Roth,SID67340,Biology,23
John Fischer,SID67341,Engineering,1
Katie Larson,SID67342,Economics,3
Michelle Moreno,SID67343,Engineering,9
Manuel Hansen,SID67344,Psychology,1
Jennifer Murphy,SID67345,Physics,22
Mr. Jeremy Fernandez,SID67346,Economics,16
Eric Smith,SID67347,Computer Science,1
Troy Wilson,SID67348,Literature,5
Anthony Adams,SID67349,Mathematics,10
Benjamin Smith,SID67350,Literature,20
Mark Moore,SID67351,Engineering,12
Kathleen Mcdonald,SID67352,Psychology,9
David Mullins,SID67353,Mathematics,8
Stacey Ibarra,SID67354,Computer Science,1
Joshua Bradley,SID67355,Physics,16
Heather Chavez,SID67356,Philosophy,20
James Santos,SID67357,Economics,16
Nicole Riggs,SID67358,Engineering,23
Brian Norton,SID67359,Economics,20
Megan Hudson,SID67360,Engineering,1
Regina Wood,SID67361,Art,11
Amanda Strickland,SID67362,Mathematics,1
Christopher Melton,SID67363,Biology,28
Stephanie Meadows,SID67364,Psychology,16
Gregory Nguyen,SID67365,Mathematics,16
Jennifer Singleton,SID67366,Biology,25
Loretta Smith,SID67367,Literature,10
Dennis Singh,SID67368,Biology,12
Kevin Vasquez,SID67369,Engineering,12
Michael Anderson,SID67370,Literature,6
Mrs. Jessica Wallace DVM,SID67371,Art,10
Frank Floyd,SID67372,Economics,18
Juan Blake,SID67373,Economics,16
Michael Vaughn,SID67374,Computer Science,4
Amy Perez,SID67375,Economics,1
Aimee Mcguire,SID67376,Physics,15
Lacey Jefferson,SID67377,Engineering,14
Samantha Russo,SID67378,Psychology,24
Timothy Black,SID67379,History,5
Craig Bell,SID67380,Economics,4
Andrew Lara,SID67381,Mathematics,14
Erica Wise,SID67382,Biology,9
Kimberly Allen,SID67383,Art,2
Elizabeth Carson,SID67384,Psychology,1
Mark Martinez,SID67385,Literature,21
Wendy Nelson,SID67386,Mathematics,26
Sandra Mitchell,SID67387,Philosophy,18
Diane Reyes,SID67388,Literature,10
Michael Jones,SID67389,Engineering,28
Bryan Sutton,SID67390,Biology,28
Megan Cooper,SID67391,Computer Science,5
Gabriel Davis,SID67392,Engineering,23
Kari Spears,SID67393,Biology,7
Alyssa Green,SID67394,Mathematics,3
Richard Moore,SID67395,Literature,22
Justin Giles,SID67396,Psychology,19
Nicole Todd,SID67397,History,27
Michael May,SID67398,Mathematics,21
James Johnson,SID67399,Art,4
Carmen Griffin,SID67400,Economics,26
Dalton Adams,SID67401,Philosophy,9
Jasmine Valenzuela,SID67402,Literature,11
Kenneth Johnston,SID67403,Engineering,1
Michelle Brown,SID67404,Engineering,25
Erica Warren,SID67405,Psychology,6
Melissa Mcdaniel,SID67406,History,15
Connie Simpson,SID67407,History,25
John Arnold,SID67408,Philosophy,25
Sophia Rivera,SID67409,Art,15
Marissa Cox,SID67410,Psychology,12
Tyrone Webb,SID67411,Medicine,6
Kimberly Eaton,SID67412,Psychology,9
Tammy Weaver,SID67413,Medicine,13
Christy Martinez,SID67414,Computer Science,15
Billy Gibbs,SID67415,Mathematics,14
Joseph Marshall,SID67416,Economics,27
Rebecca Avery,SID67417,Engineering,20
Patricia Caldwell,SID67418,Medicine,16
Jessica Johnson,SID67419,Computer Science,24
Benjamin Gross,SID67420,Literature,16
Angela Wallace,SID67421,Engineering,24
Brianna Johnson,SID67422,Art,3
Michael Figueroa,SID67423,Engineering,24
Joe Williams,SID67424,Physics,2
Paul Brown,SID67425,Philosophy,20
Rachel Wright,SID67426,Biology,10
Beth Christensen,SID67427,Physics,1
Jeffery Howe,SID67428,Psychology,21
Daniel Collier,SID67429,Economics,2
Amanda Dunn,SID67430,History,13
Carl Gregory,SID67431,Philosophy,28
Ryan Tucker,SID67432,Computer Science,22
Vanessa Neal,SID67433,Art,15
James Hansen,SID67434,Art,25
Michael Russell,SID67435,Medicine,11
Lisa Wade,SID67436,Mathematics,7
Catherine Dominguez,SID67437,Psychology,27
Craig Bush,SID67438,Economics,11
Susan Chambers,SID67439,Literature,25
Robin Thomas,SID67440,History,20
Deborah Henderson,SID67441,Biology,11
William Huff,SID67442,Art,10
Mr. William Miller,SID67443,Philosophy,9
